# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
  747       2.963764474769e-10       3.870981649567e-12      -1.803083181781e-11       1.469748756568e-14      -1.138473488464e-13       5.746086160798e-13       1.707550423702e-14       5.519314941389e-15      -4.857109237264e-16 
  748       2.974806973384e-10       3.835746847705e-12      -1.803177971855e-11       1.470725403173e-14      -1.131654718691e-13       5.781481598271e-13       1.699164105769e-14       5.516514200187e-15      -4.816968872446e-16 
  749       2.985826908686e-10       3.800292882872e-12      -1.802789448437e-11       1.471659357812e-14      -1.124686034104e-13       5.815624226836e-13       1.690828963796e-14       5.513406360830e-15      -4.776609881316e-16 
  750       2.996819458899e-10       3.764635463540e-12      -1.801919046933e-11       1.472550805029e-14      -1.117570952538e-13       5.848504730889e-13       1.682544740548e-14       5.509991289745e-15      -4.736032602625e-16 
  751       3.007779753654e-10       3.728790470250e-12      -1.800568248370e-11       1.473399933733e-14      -1.110313036964e-13       5.880113781636e-13       1.674311170199e-14       5.506268868870e-15      -4.695237381718e-16 
  752       3.018702873825e-10       3.692773956192e-12      -1.798738579572e-11       1.474206937214e-14      -1.102915895649e-13       5.910442037147e-13       1.666127978292e-14       5.502238995711e-15      -4.654224570557e-16 
  753       3.029583851375e-10       3.656602147769e-12      -1.796431613352e-11       1.474972013162e-14      -1.095383182314e-13       5.939480142412e-13       1.657994881706e-14       5.497901583422e-15      -4.612994527735e-16 
  754       3.040417669192e-10       3.620291445173e-12      -1.793648968693e-11       1.475695363683e-14      -1.087718596288e-13       5.967218729392e-13       1.649911588615e-14       5.493256560863e-15      -4.571547618499e-16 
  755       3.051199260940e-10       3.583858422957e-12      -1.790392310935e-11       1.476377195318e-14      -1.079925882670e-13       5.993648417078e-13       1.641877798457e-14       5.488303872675e-15      -4.529884214765e-16 
  756       3.061923510892e-10       3.547319830605e-12      -1.786663351961e-11       1.477017719054e-14      -1.072008832482e-13       6.018759811541e-13       1.633893201892e-14       5.483043479345e-15      -4.488004695141e-16 
  757       3.072585253774e-10       3.510692593108e-12      -1.782463850376e-11       1.477617150347e-14      -1.063971282829e-13       6.042543505988e-13       1.625957480767e-14       5.477475357274e-15      -4.445909444938e-16 
  758       3.083179274611e-10       3.473993811531e-12      -1.777795611698e-11       1.478175709137e-14      -1.055817117058e-13       6.064990080816e-13       1.618070308081e-14       5.471599498847e-15      -4.403598856196e-16 
  759       3.093700308564e-10       3.437240763590e-12      -1.772660488541e-11       1.478693619860e-14      -1.047550264910e-13       6.086090103667e-13       1.610231347947e-14       5.465415912500e-15      -4.361073327700e-16 
  760       3.104143040774e-10       3.400450904218e-12      -1.767060380800e-11       1.479171111475e-14      -1.039174702683e-13       6.105834129481e-13       1.602440255552e-14       5.458924622788e-15      -4.318333264996e-16 
  761       3.114502106202e-10       3.363641866144e-12      -1.760997235834e-11       1.479608417469e-14      -1.030694453388e-13       6.124212700551e-13       1.594696677127e-14       5.452125670454e-15      -4.275379080413e-16 
  762       3.124772089474e-10       3.326831460461e-12      -1.754473048653e-11       1.480005775885e-14      -1.022113586904e-13       6.141216346577e-13       1.587000249905e-14       5.445019112497e-15      -4.232211193081e-16 
  763       3.134947524718e-10       3.290037677197e-12      -1.747489862103e-11       1.480363429328e-14      -1.013436220139e-13       6.156835584722e-13       1.579350602086e-14       5.437605022240e-15      -4.188830028948e-16 
  764       3.145022895410e-10       3.253278685890e-12      -1.740049767049e-11       1.480681624992e-14      -1.004666517184e-13       6.171060919661e-13       1.571747352799e-14       5.429883489396e-15      -4.145236020797e-16 
  765       3.154992634216e-10       3.216572836159e-12      -1.732154902562e-11       1.480960614670e-14      -9.958086894741e-14       6.183882843643e-13       1.564190112070e-14       5.421854620140e-15      -4.101429608271e-16 
  766       3.164851122829e-10       3.179938658276e-12      -1.723807456102e-11       1.481200654771e-14      -9.868669959427e-14       6.195291836539e-13       1.556678480778e-14       5.413518537177e-15      -4.057411237885e-16 
  767       3.174592691816e-10       3.143394863736e-12      -1.715009663706e-11       1.481402006343e-14      -9.778457431807e-14       6.205278365898e-13       1.549212050622e-14       5.404875379805e-15      -4.013181363046e-16 
  768       3.184211620455e-10       3.106960345834e-12      -1.705763810167e-11       1.481564935082e-14      -9.687492855936e-14       6.213832887003e-13       1.541790404088e-14       5.395925303989e-15      -3.968740444074e-16 
  769       3.193702136583e-10       3.070654180230e-12      -1.696072229226e-11       1.481689711354e-14      -9.595820255590e-14       6.220945842922e-13       1.534413114404e-14       5.386668482428e-15      -3.924088948220e-16 
  770       3.203058416431e-10       3.034495625530e-12      -1.685937303751e-11       1.481776610209e-14      -9.503484135838e-14       6.226607664567e-13       1.527079745510e-14       5.377105104619e-15      -3.879227349679e-16 
  771       3.212274584470e-10       2.998504123848e-12      -1.675361465926e-11       1.481825911401e-14      -9.410529484619e-14       6.230808770742e-13       1.519789852020e-14       5.367235376931e-15      -3.834156129619e-16 
  772       3.221344713252e-10       2.962699301386e-12      -1.664347197433e-11       1.481837899399e-14      -9.317001774318e-14       6.233539568204e-13       1.512542979181e-14       5.357059522670e-15      -3.788875776188e-16 
  773       3.230262823250e-10       2.927100969002e-12      -1.652897029640e-11       1.481812863413e-14      -9.222946963336e-14       6.234790451711e-13       1.505338662842e-14       5.346577782146e-15      -3.743386784542e-16 
  774       3.239022882704e-10       2.891729122785e-12      -1.641013543781e-11       1.481751097401e-14      -9.128411497669e-14       6.234551804082e-13       1.498176429415e-14       5.335790412745e-15      -3.697689656858e-16 
  775       3.247618807456e-10       2.856603944622e-12      -1.628699371146e-11       1.481652900091e-14      -9.033442312478e-14       6.232813996246e-13       1.491055795837e-14       5.324697688993e-15      -3.651784902353e-16 
  776       3.256044460800e-10       2.821745802776e-12      -1.615957193263e-11       1.481518575000e-14      -8.938086833671e-14       6.229567387300e-13       1.483976269534e-14       5.313299902629e-15      -3.605673037307e-16 
  777       3.264293653316e-10       2.787175252455e-12      -1.602789742085e-11       1.481348430443e-14      -8.842392979467e-14       6.224802324561e-13       1.476937348386e-14       5.301597362667e-15      -3.559354585074e-16 
  778       3.272360822174e-10       2.752911326500e-12      -1.589200386404e-11       1.481142835353e-14      -8.746407395847e-14       6.218512381907e-13       1.469938585618e-14       5.289591161967e-15      -3.512831025460e-16 
  779       3.280243083321e-10       2.718966371150e-12      -1.575194902802e-11       1.480902387816e-14      -8.650170123388e-14       6.210704141281e-13       1.462979785894e-14       5.277285492558e-15      -3.466107662318e-16 
  780       3.287938217464e-10       2.685351114570e-12      -1.560779738277e-11       1.480627749727e-14      -8.553719833534e-14       6.201387594725e-13       1.456060812829e-14       5.264685373866e-15      -3.419190809761e-16 
  781       3.295443994073e-10       2.652076368188e-12      -1.545961427321e-11       1.480319591308e-14      -8.457095586888e-14       6.190572923408e-13       1.449181524366e-14       5.251795890372e-15      -3.372086847891e-16 
  782       3.302758171364e-10       2.619153026931e-12      -1.530746592224e-11       1.479978591137e-14      -8.360336834441e-14       6.178270498320e-13       1.442341772754e-14       5.238622191830e-15      -3.324802223002e-16 
  783       3.309878496265e-10       2.586592069460e-12      -1.515141943370e-11       1.479605436175e-14      -8.263483418793e-14       6.164490880972e-13       1.435541404527e-14       5.225169493489e-15      -3.277343447790e-16 
  784       3.316802704402e-10       2.554404558400e-12      -1.499154279541e-11       1.479200821796e-14      -8.166575575379e-14       6.149244824086e-13       1.428780260473e-14       5.211443076309e-15      -3.229717101556e-16 
  785       3.323528520070e-10       2.522601640578e-12      -1.482790488216e-11       1.478765451812e-14      -8.069653933695e-14       6.132543272292e-13       1.422058175617e-14       5.197448287186e-15      -3.181929830418e-16 
  786       3.330053656212e-10       2.491194547252e-12      -1.466057545875e-11       1.478300038501e-14      -7.972759518525e-14       6.114397362827e-13       1.415374979192e-14       5.183190539170e-15      -3.133988347509e-16 
  787       3.336375814392e-10       2.460194594345e-12      -1.448962518296e-11       1.477805302640e-14      -7.875933751158e-14       6.094818426223e-13       1.408730494619e-14       5.168675311683e-15      -3.085899433192e-16 
  788       3.342492684773e-10       2.429613182683e-12      -1.431512560861e-11       1.477281973525e-14      -7.779218450622e-14       6.073817987013e-13       1.402124539481e-14       5.153908150741e-15      -3.037669935261e-16 
  789       3.348401946097e-10       2.399461798224e-12      -1.413714918850e-11       1.476730789004e-14      -7.682655834904e-14       6.051407764414e-13       1.395556925500e-14       5.138894669173e-15      -2.989306769151e-16 
  790       3.354101265653e-10       2.369752012292e-12      -1.395576927749e-11       1.476152495506e-14      -7.586288522175e-14       6.027599673034e-13       1.389027458513e-14       5.123640546843e-15      -2.940816918140e-16 
  791       3.359588299263e-10       2.340495481812e-12      -1.377106013547e-11       1.475547848062e-14      -7.490159532016e-14       6.002405823559e-13       1.382535938446e-14       5.108151530866e-15      -2.892207433562e-16 
  792       3.364860691250e-10       2.311703949542e-12      -1.358309693037e-11       1.474917610342e-14      -7.394312286644e-14       5.975838523454e-13       1.376082159293e-14       5.092433435831e-15      -2.843485435007e-16 
  793       3.369916074419e-10       2.283389244310e-12      -1.339195574119e-11       1.474262554675e-14      -7.298790612134e-14       5.947910277655e-13       1.369665909094e-14       5.076492144022e-15      -2.794658110532e-16 
  794       3.374752070032e-10       2.255563281241e-12      -1.319771356099e-11       1.473583462081e-14      -7.203638739645e-14       5.918633789264e-13       1.363286969903e-14       5.060333605633e-15      -2.745732716865e-16 
  795       3.379366287784e-10       2.228238061996e-12      -1.300044829991e-11       1.472881122299e-14      -7.108901306647e-14       5.888021960250e-13       1.356945117773e-14       5.043963838994e-15      -2.696716579613e-16 
  796       3.383756325780e-10       2.201425675004e-12      -1.280023878817e-11       1.472156333812e-14      -7.014623358142e-14       5.856087892136e-13       1.350640122728e-14       5.027388930787e-15      -2.647617093467e-16 
  797       3.387919770512e-10       2.175138295696e-12      -1.259716477910e-11       1.471409903879e-14      -6.920850347892e-14       5.822844886703e-13       1.344371748738e-14       5.010615036265e-15      -2.598441722410e-16 
  798       3.391854196832e-10       2.149388186735e-12      -1.239130695212e-11       1.470642648559e-14      -6.827628139643e-14       5.788306446677e-13       1.338139753699e-14       4.993648379477e-15      -2.549197999924e-16 
  799       3.395557167932e-10       2.124187698254e-12      -1.218274691577e-11       1.469855392741e-14      -6.735003008350e-14       5.752486276433e-13       1.331943889405e-14       4.976495253483e-15      -2.499893529193e-16 
  800       3.399026235319e-10       2.099549268088e-12      -1.197156721073e-11       1.469048970170e-14      -6.643021641400e-14       5.715398282683e-13       1.325783901527e-14       4.959162020576e-15      -2.450535983314e-16 
